location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Bulgaria,2021-05-21,60-69,19.31,13.15
Bulgaria,2021-05-21,70-79,20.64,13.36
Bulgaria,2021-05-21,80+,12.92,8.1
Bulgaria,2021-05-28,18-24,4.82,2.88
Bulgaria,2021-05-28,25-49,9.86,6.86
Bulgaria,2021-05-28,50-59,15.83,11.73
Bulgaria,2021-05-28,60-69,20.35,14.42
Bulgaria,2021-05-28,70-79,21.89,14.71
Bulgaria,2021-05-28,80+,13.82,8.96
Bulgaria,2021-06-04,18-24,5.21,3.51
Bulgaria,2021-06-04,25-49,10.37,7.85
Bulgaria,2021-06-04,50-59,16.5,13.04
Bulgaria,2021-06-04,60-69,21.25,16.26
Bulgaria,2021-06-04,70-79,22.99,16.94
Bulgaria,2021-06-04,80+,14.6,10.37
Bulgaria,2021-06-11,18-24,5.62,4.13
Bulgaria,2021-06-11,25-49,10.88,8.86
Bulgaria,2021-06-11,50-59,17.16,14.42
Bulgaria,2021-06-11,60-69,22.12,18.23
Bulgaria,2021-06-11,70-79,24.01,19.39
Bulgaria,2021-06-11,80+,15.33,12.05
Bulgaria,2021-06-18,18-24,6.02,4.65
Bulgaria,2021-06-18,25-49,11.35,9.59
Bulgaria,2021-06-18,50-59,17.78,15.4
Bulgaria,2021-06-18,60-69,22.84,19.62
Bulgaria,2021-06-18,70-79,24.8,21.07
Bulgaria,2021-06-18,80+,15.88,13.24
Bulgaria,2021-06-25,18-24,6.35,5.12
Bulgaria,2021-06-25,25-49,11.75,10.18
Bulgaria,2021-06-25,50-59,18.34,16.16
Bulgaria,2021-06-25,60-69,23.5,20.65
Bulgaria,2021-06-25,70-79,25.53,22.28
Bulgaria,2021-06-25,80+,16.37,14.11
Bulgaria,2021-07-02,18-24,6.7,5.58
Bulgaria,2021-07-02,25-49,12.17,10.74
Bulgaria,2021-07-02,50-59,18.88,16.9
Bulgaria,2021-07-02,60-69,24.13,21.58
Bulgaria,2021-07-02,70-79,26.17,23.38
Bulgaria,2021-07-02,80+,16.79,14.87
Bulgaria,2021-07-09,18-24,7.15,6.01
Bulgaria,2021-07-09,25-49,12.66,11.25
Bulgaria,2021-07-09,50-59,19.54,17.56
Bulgaria,2021-07-09,60-69,24.84,22.37
Bulgaria,2021-07-09,70-79,26.88,24.25
Bulgaria,2021-07-09,80+,17.26,15.49
Bulgaria,2021-07-16,18-24,7.59,6.43
Bulgaria,2021-07-16,25-49,13.21,11.78
Bulgaria,2021-07-16,50-59,20.2,18.22
Bulgaria,2021-07-16,60-69,25.49,23.1
Bulgaria,2021-07-16,70-79,27.52,25.05
Bulgaria,2021-07-16,80+,17.67,16.0
Bulgaria,2021-07-23,18-24,8.05,6.86
Bulgaria,2021-07-23,25-49,13.75,12.29
Bulgaria,2021-07-23,50-59,20.86,18.83
Bulgaria,2021-07-23,60-69,26.09,23.76
Bulgaria,2021-07-23,70-79,28.11,25.74
Bulgaria,2021-07-23,80+,18.05,16.47
Bulgaria,2021-07-30,18-24,8.55,7.35
Bulgaria,2021-07-30,25-49,14.37,12.85
Bulgaria,2021-07-30,50-59,21.58,19.51
Bulgaria,2021-07-30,60-69,26.77,24.46
Bulgaria,2021-07-30,70-79,28.74,26.44
Bulgaria,2021-07-30,80+,18.46,16.95
Bulgaria,2021-08-06,18-24,9.09,7.85
Bulgaria,2021-08-06,25-49,15.02,13.45
Bulgaria,2021-08-06,50-59,22.34,20.2
Bulgaria,2021-08-06,60-69,27.5,25.13
Bulgaria,2021-08-06,70-79,29.4,27.09
Bulgaria,2021-08-06,80+,18.88,17.36
Bulgaria,2021-08-13,18-24,9.6,8.37
Bulgaria,2021-08-13,25-49,15.68,14.08
Bulgaria,2021-08-13,50-59,23.08,20.91
Bulgaria,2021-08-13,60-69,28.16,25.75
Bulgaria,2021-08-13,70-79,30.02,27.7
Bulgaria,2021-08-13,80+,19.28,17.75
Bulgaria,2021-08-20,18-24,10.17,8.95
Bulgaria,2021-08-20,25-49,16.38,14.79
Bulgaria,2021-08-20,50-59,23.81,21.69
Bulgaria,2021-08-20,60-69,28.81,26.45
Bulgaria,2021-08-20,70-79,30.61,28.33
Bulgaria,2021-08-20,80+,19.67,18.16
Bulgaria,2021-08-27,18-24,10.9,9.64
Bulgaria,2021-08-27,25-49,17.17,15.57
Bulgaria,2021-08-27,50-59,24.6,22.52
Bulgaria,2021-08-27,60-69,29.48,27.21
Bulgaria,2021-08-27,70-79,31.2,29.0
Bulgaria,2021-08-27,80+,20.07,18.59
Bulgaria,2021-09-03,18-24,11.62,10.33
Bulgaria,2021-09-03,25-49,17.94,16.35
Bulgaria,2021-09-03,50-59,25.34,23.35
Bulgaria,2021-09-03,60-69,30.06,27.9
Bulgaria,2021-09-03,70-79,31.73,29.64
Bulgaria,2021-09-03,80+,20.41,19.01
Bulgaria,2021-09-10,18-24,12.22,10.96
Bulgaria,2021-09-10,25-49,18.51,17.01
Bulgaria,2021-09-10,50-59,25.87,24.04
Bulgaria,2021-09-10,60-69,30.49,28.52
Bulgaria,2021-09-10,70-79,32.13,30.21
Bulgaria,2021-09-10,80+,20.68,19.38
Bulgaria,2021-09-17,18-24,12.83,11.66
Bulgaria,2021-09-17,25-49,19.06,17.72
Bulgaria,2021-09-17,50-59,26.39,24.78
Bulgaria,2021-09-17,60-69,30.92,29.18
Bulgaria,2021-09-17,70-79,32.53,30.8
Bulgaria,2021-09-17,80+,20.96,19.77
Bulgaria,2021-09-24,18-24,13.22,12.22
Bulgaria,2021-09-24,25-49,19.46,18.32
Bulgaria,2021-09-24,50-59,26.81,25.4
Bulgaria,2021-09-24,60-69,31.25,29.7
Bulgaria,2021-09-24,70-79,32.83,31.3
Bulgaria,2021-09-24,80+,21.17,20.11
Croatia,2021-01-01,18-24,0.0,0.0
Croatia,2021-01-01,25-49,0.03,0.0
Croatia,2021-01-01,50-59,0.04,0.0
Croatia,2021-01-01,60-69,0.03,0.0
Croatia,2021-01-01,70-79,0.09,0.0
Croatia,2021-01-01,80+,0.39,0.0
Croatia,2021-01-08,18-24,0.17,0.0
Croatia,2021-01-08,25-49,0.74,0.0
Croatia,2021-01-08,50-59,1.06,0.0
Croatia,2021-01-08,60-69,0.74,0.0
Croatia,2021-01-08,70-79,0.97,0.0
Croatia,2021-01-08,80+,3.25,0.0
Croatia,2021-01-15,18-24,0.28,0.0
Croatia,2021-01-15,25-49,1.2,0.0
Croatia,2021-01-15,50-59,1.81,0.0
Croatia,2021-01-15,60-69,1.27,0.0
Croatia,2021-01-15,70-79,1.53,0.02
Croatia,2021-01-15,80+,4.28,0.09
Croatia,2021-01-22,18-24,0.35,0.04
Croatia,2021-01-22,25-49,1.51,0.21
Croatia,2021-01-22,50-59,2.3,0.31
Croatia,2021-01-22,60-69,1.67,0.22
Croatia,2021-01-22,70-79,1.97,0.42
Croatia,2021-01-22,80+,5.07,1.74
Croatia,2021-01-29,18-24,0.36,0.12
Croatia,2021-01-29,25-49,1.54,0.6
Croatia,2021-01-29,50-59,2.36,0.88
Croatia,2021-01-29,60-69,1.73,0.62
Croatia,2021-01-29,70-79,2.04,0.81
Croatia,2021-01-29,80+,5.19,2.84
Croatia,2021-02-05,18-24,0.38,0.23
Croatia,2021-02-05,25-49,1.59,1.0
Croatia,2021-02-05,50-59,2.44,1.5
Croatia,2021-02-05,60-69,1.82,1.06
Croatia,2021-02-05,70-79,2.16,1.23
Croatia,2021-02-05,80+,5.34,3.7
Croatia,2021-02-12,18-24,0.43,0.32
Croatia,2021-02-12,25-49,1.78,1.39
Croatia,2021-02-12,50-59,2.81,2.11
Croatia,2021-02-12,60-69,2.39,1.53
Croatia,2021-02-12,70-79,3.07,1.71
Croatia,2021-02-12,80+,6.4,4.55
Croatia,2021-02-19,18-24,0.56,0.34
Croatia,2021-02-19,25-49,2.17,1.5
Croatia,2021-02-19,50-59,3.55,2.29
Croatia,2021-02-19,60-69,3.52,1.69
Croatia,2021-02-19,70-79,5.43,1.94
Croatia,2021-02-19,80+,11.35,4.89
Croatia,2021-02-26,18-24,0.66,0.36
Croatia,2021-02-26,25-49,2.51,1.54
Croatia,2021-02-26,50-59,4.26,2.36
Croatia,2021-02-26,60-69,5.28,1.76
Croatia,2021-02-26,70-79,10.53,2.05
Croatia,2021-02-26,80+,21.57,5.03
Croatia,2021-03-05,18-24,0.74,0.38
Croatia,2021-03-05,25-49,2.76,1.62
Croatia,2021-03-05,50-59,4.88,2.49
Croatia,2021-03-05,60-69,7.16,1.91
Croatia,2021-03-05,70-79,16.38,2.24
Croatia,2021-03-05,80+,27.73,5.34
Croatia,2021-03-12,18-24,0.95,0.44
Croatia,2021-03-12,25-49,3.05,1.81
Croatia,2021-03-12,50-59,5.59,2.81
Croatia,2021-03-12,60-69,9.4,2.25
Croatia,2021-03-12,70-79,22.32,2.79
Croatia,2021-03-12,80+,31.95,6.52
Croatia,2021-03-19,18-24,1.05,0.5
Croatia,2021-03-19,25-49,3.38,2.0
Croatia,2021-03-19,50-59,6.45,3.13
Croatia,2021-03-19,60-69,12.17,2.74
Croatia,2021-03-19,70-79,28.15,3.81
Croatia,2021-03-19,80+,34.59,8.23
Croatia,2021-03-26,18-24,1.18,0.53
Croatia,2021-03-26,25-49,3.75,2.09
Croatia,2021-03-26,50-59,7.43,3.31
Croatia,2021-03-26,60-69,15.27,3.06
Croatia,2021-03-26,70-79,33.51,4.51
Croatia,2021-03-26,80+,36.87,9.32
Croatia,2021-04-02,18-24,1.35,0.56
Croatia,2021-04-02,25-49,4.12,2.2
Croatia,2021-04-02,50-59,8.47,3.52
Croatia,2021-04-02,60-69,18.76,3.49
Croatia,2021-04-02,70-79,38.61,5.66
Croatia,2021-04-02,80+,38.96,10.99
Croatia,2021-04-09,18-24,1.48,0.6
Croatia,2021-04-09,25-49,4.6,2.32
Croatia,2021-04-09,50-59,9.93,3.73
Croatia,2021-04-09,60-69,22.66,4.01
Croatia,2021-04-09,70-79,42.47,7.14
Croatia,2021-04-09,80+,40.35,12.58
Croatia,2021-04-16,18-24,1.77,0.68
Croatia,2021-04-16,25-49,5.54,2.54
Croatia,2021-04-16,50-59,12.28,4.25
Croatia,2021-04-16,60-69,28.16,5.4
Croatia,2021-04-16,70-79,46.69,10.72
Croatia,2021-04-16,80+,42.1,16.19
Croatia,2021-04-23,18-24,2.34,0.75
Croatia,2021-04-23,25-49,6.47,2.76
Croatia,2021-04-23,50-59,14.47,4.76
Croatia,2021-04-23,60-69,32.66,6.95
Croatia,2021-04-23,70-79,50.9,13.99
Croatia,2021-04-23,80+,43.88,18.68
Croatia,2021-04-30,18-24,2.78,0.85
Croatia,2021-04-30,25-49,8.12,3.04
Croatia,2021-04-30,50-59,17.75,5.43
Croatia,2021-04-30,60-69,37.23,8.95
Croatia,2021-04-30,70-79,54.32,17.74
Croatia,2021-04-30,80+,45.51,21.48
Croatia,2021-05-07,18-24,4.08,1.11
Croatia,2021-05-07,25-49,12.52,3.54
Croatia,2021-05-07,50-59,25.51,6.58
Croatia,2021-05-07,60-69,45.35,12.01
Croatia,2021-05-07,70-79,59.18,23.44
Croatia,2021-05-07,80+,47.9,26.14
Croatia,2021-05-14,18-24,6.48,1.27
Croatia,2021-05-14,25-49,18.2,4.09
Croatia,2021-05-14,50-59,33.01,7.86
Croatia,2021-05-14,60-69,51.42,15.53
Croatia,2021-05-14,70-79,62.79,29.38
Croatia,2021-05-14,80+,49.98,31.38
Croatia,2021-05-21,18-24,9.31,1.53
Croatia,2021-05-21,25-49,23.25,4.78
Croatia,2021-05-21,50-59,39.07,9.44
Croatia,2021-05-21,60-69,55.66,19.22
Croatia,2021-05-21,70-79,65.31,34.99
Croatia,2021-05-21,80+,51.42,36.37
Croatia,2021-05-28,18-24,11.84,1.94
Croatia,2021-05-28,25-49,26.7,5.95
Croatia,2021-05-28,50-59,42.65,12.02
Croatia,2021-05-28,60-69,58.36,24.48
Croatia,2021-05-28,70-79,67.08,41.54
Croatia,2021-05-28,80+,52.45,39.82
Croatia,2021-06-04,18-24,13.6,2.62
Croatia,2021-06-04,25-49,28.8,7.25
Croatia,2021-06-04,50-59,44.59,14.59
Croatia,2021-06-04,60-69,59.86,28.84
Croatia,2021-06-04,70-79,68.11,46.08
Croatia,2021-06-04,80+,53.08,42.01
Croatia,2021-06-11,18-24,16.17,3.91
Croatia,2021-06-11,25-49,30.76,10.72
Croatia,2021-06-11,50-59,46.5,20.34
Croatia,2021-06-11,60-69,61.34,36.13
Croatia,2021-06-11,70-79,69.08,52.01
Croatia,2021-06-11,80+,53.7,44.7
Croatia,2021-06-18,18-24,17.23,5.69
Croatia,2021-06-18,25-49,31.84,15.33
Croatia,2021-06-18,50-59,47.62,27.54
Croatia,2021-06-18,60-69,62.23,43.58
Croatia,2021-06-18,70-79,69.72,57.26
Croatia,2021-06-18,80+,54.09,47.19
Croatia,2021-06-25,18-24,17.99,7.7
Croatia,2021-06-25,25-49,32.54,19.21
Croatia,2021-06-25,50-59,48.37,32.8
Croatia,2021-06-25,60-69,62.8,48.56
Croatia,2021-06-25,70-79,70.14,60.51
Croatia,2021-06-25,80+,54.35,48.83
Croatia,2021-07-02,18-24,19.07,10.27
Croatia,2021-07-02,25-49,33.57,23.5
Croatia,2021-07-02,50-59,49.47,38.22
Croatia,2021-07-02,60-69,63.72,53.46
Croatia,2021-07-02,70-79,70.79,63.73
Croatia,2021-07-02,80+,54.75,50.35
Croatia,2021-07-09,18-24,20.62,13.02
Croatia,2021-07-09,25-49,34.98,26.78
Croatia,2021-07-09,50-59,50.88,41.91
Croatia,2021-07-09,60-69,64.8,57.09
Croatia,2021-07-09,70-79,71.5,65.88
Croatia,2021-07-09,80+,55.21,51.44
Croatia,2021-07-16,18-24,21.92,14.95
Croatia,2021-07-16,25-49,36.15,29.08
Croatia,2021-07-16,50-59,52.01,44.16
Croatia,2021-07-16,60-69,65.62,58.89
Croatia,2021-07-16,70-79,72.04,67.06
Croatia,2021-07-16,80+,55.58,52.13
Croatia,2021-07-23,18-24,23.07,17.23
Croatia,2021-07-23,25-49,37.16,31.32
Croatia,2021-07-23,50-59,52.96,46.5
Croatia,2021-07-23,60-69,66.31,60.84
Croatia,2021-07-23,70-79,72.51,68.34
Croatia,2021-07-23,80+,55.92,52.86
Croatia,2021-07-30,18-24,24.06,18.83
Croatia,2021-07-30,25-49,38.02,32.96
Croatia,2021-07-30,50-59,53.73,48.4
Croatia,2021-07-30,60-69,66.85,62.4
Croatia,2021-07-30,70-79,72.88,69.34
Croatia,2021-07-30,80+,56.21,53.46
Croatia,2021-08-06,18-24,24.64,19.83
Croatia,2021-08-06,25-49,38.54,33.98
Croatia,2021-08-06,50-59,54.17,49.53
Croatia,2021-08-06,60-69,67.19,63.32
Croatia,2021-08-06,70-79,73.1,69.95
Croatia,2021-08-06,80+,56.39,53.87
Croatia,2021-08-13,18-24,25.19,20.94
Croatia,2021-08-13,25-49,39.06,35.0
Croatia,2021-08-13,50-59,54.59,50.54
Croatia,2021-08-13,60-69,67.52,64.1
Croatia,2021-08-13,70-79,73.31,70.49
Croatia,2021-08-13,80+,56.54,54.2
Croatia,2021-08-20,18-24,25.81,22.0
Croatia,2021-08-20,25-49,39.64,35.95
Croatia,2021-08-20,50-59,55.11,51.46
Croatia,2021-08-20,60-69,67.9,64.79
Croatia,2021-08-20,70-79,73.56,70.96
Croatia,2021-08-20,80+,56.71,54.54
Croatia,2021-08-27,18-24,26.55,23.05
Croatia,2021-08-27,25-49,40.38,36.9
Croatia,2021-08-27,50-59,55.74,52.27
Croatia,2021-08-27,60-69,68.36,65.42
Croatia,2021-08-27,70-79,73.87,71.41
Croatia,2021-08-27,80+,56.95,54.83
Croatia,2021-09-03,18-24,27.25,23.85
Croatia,2021-09-03,25-49,41.05,37.63
Croatia,2021-09-03,50-59,56.32,52.93
Croatia,2021-09-03,60-69,68.79,65.92
Croatia,2021-09-03,70-79,74.2,71.76
Croatia,2021-09-03,80+,57.19,55.08
Croatia,2021-09-10,18-24,27.85,24.5
Croatia,2021-09-10,25-49,41.6,38.24
Croatia,2021-09-10,50-59,56.79,53.45
Croatia,2021-09-10,60-69,69.17,66.32
Croatia,2021-09-10,70-79,74.47,72.05
Croatia,2021-09-10,80+,57.41,55.29
Croatia,2021-09-17,18-24,28.59,25.24
Croatia,2021-09-17,25-49,42.33,38.92
Croatia,2021-09-17,50-59,57.43,54.04
Croatia,2021-09-17,60-69,69.65,66.79
Croatia,2021-09-17,70-79,74.82,72.37
Croatia,2021-09-17,80+,57.68,55.54
Croatia,2021-09-24,18-24,29.47,26.03
Croatia,2021-09-24,25-49,43.03,39.62
Croatia,2021-09-24,50-59,58.01,54.65
Croatia,2021-09-24,60-69,70.11,67.25
Croatia,2021-09-24,70-79,75.17,72.72
Croatia,2021-09-24,80+,57.97,55.8
Croatia,2021-10-01,18-24,29.57,26.12
Croatia,2021-10-01,25-49,43.1,39.69
Croatia,2021-10-01,50-59,58.07,54.71
Croatia,2021-10-01,60-69,70.16,67.3
Croatia,2021-10-01,70-79,75.21,72.77
Croatia,2021-10-01,80+,58.0,55.83
Cyprus,2021-01-01,18-24,0.01,0.0
Cyprus,2021-01-01,25-49,0.02,0.0
Cyprus,2021-01-01,50-59,0.02,0.0
Cyprus,2021-01-01,60-69,0.04,0.0
Cyprus,2021-01-01,70-79,0.04,0.0
Cyprus,2021-01-01,80+,0.65,0.0
Cyprus,2021-01-08,18-24,0.07,0.0
Cyprus,2021-01-08,25-49,0.59,0.0
Cyprus,2021-01-08,50-59,0.85,0.0
Cyprus,2021-01-08,60-69,0.79,0.0
Cyprus,2021-01-08,70-79,0.73,0.0
Cyprus,2021-01-08,80+,5.74,0.0
Cyprus,2021-01-15,18-24,0.09,0.0
Cyprus,2021-01-15,25-49,0.8,0.02
Cyprus,2021-01-15,50-59,1.16,0.01
Cyprus,2021-01-15,60-69,1.1,0.03
Cyprus,2021-01-15,70-79,0.92,0.04
Cyprus,2021-01-15,80+,14.6,0.59
Cyprus,2021-01-22,18-24,0.13,0.03
Cyprus,2021-01-22,25-49,0.89,0.24
Cyprus,2021-01-22,50-59,1.34,0.34
Cyprus,2021-01-22,60-69,1.26,0.39
Cyprus,2021-01-22,70-79,1.12,0.42
Cyprus,2021-01-22,80+,26.7,2.59
Cyprus,2021-01-29,18-24,0.15,0.06
Cyprus,2021-01-29,25-49,0.94,0.55
Cyprus,2021-01-29,50-59,1.41,0.77
Cyprus,2021-01-29,60-69,1.33,0.72
Cyprus,2021-01-29,70-79,1.27,0.66
Cyprus,2021-01-29,80+,38.69,5.18
Cyprus,2021-02-05,18-24,0.16,0.08
Cyprus,2021-02-05,25-49,1.01,0.74
Cyprus,2021-02-05,50-59,1.53,1.08
Cyprus,2021-02-05,60-69,1.44,1.02
Cyprus,2021-02-05,70-79,1.55,0.84
Cyprus,2021-02-05,80+,46.98,13.9
Cyprus,2021-02-12,18-24,0.19,0.12
Cyprus,2021-02-12,25-49,1.17,0.84
Cyprus,2021-02-12,50-59,1.81,1.24
Cyprus,2021-02-12,60-69,1.75,1.18
Cyprus,2021-02-12,70-79,2.64,1.03
Cyprus,2021-02-12,80+,61.21,25.28
Cyprus,2021-02-19,18-24,0.36,0.13
Cyprus,2021-02-19,25-49,1.41,0.88
Cyprus,2021-02-19,50-59,2.12,1.32
Cyprus,2021-02-19,60-69,2.11,1.26
Cyprus,2021-02-19,70-79,9.83,1.18
Cyprus,2021-02-19,80+,71.2,37.12
Cyprus,2021-02-26,18-24,0.46,0.15
Cyprus,2021-02-26,25-49,1.53,0.97
Cyprus,2021-02-26,50-59,2.28,1.45
Cyprus,2021-02-26,60-69,2.32,1.37
Cyprus,2021-02-26,70-79,31.13,1.47
Cyprus,2021-02-26,80+,74.96,45.9
Cyprus,2021-03-05,18-24,0.52,0.17
Cyprus,2021-03-05,25-49,1.73,1.04
Cyprus,2021-03-05,50-59,2.52,1.59
Cyprus,2021-03-05,60-69,3.27,1.55
Cyprus,2021-03-05,70-79,49.35,2.51
Cyprus,2021-03-05,80+,77.58,59.92
Cyprus,2021-03-12,18-24,0.63,0.17
Cyprus,2021-03-12,25-49,1.89,1.06
Cyprus,2021-03-12,50-59,2.75,1.65
Cyprus,2021-03-12,60-69,9.31,1.61
Cyprus,2021-03-12,70-79,68.6,4.27
Cyprus,2021-03-12,80+,81.03,68.04
Cyprus,2021-03-19,18-24,0.64,0.18
Cyprus,2021-03-19,25-49,1.92,1.07
Cyprus,2021-03-19,50-59,2.81,1.67
Cyprus,2021-03-19,60-69,11.22,1.63
Cyprus,2021-03-19,70-79,70.59,10.16
Cyprus,2021-03-19,80+,81.58,69.19
Cyprus,2021-03-26,18-24,0.66,0.18
Cyprus,2021-03-26,25-49,2.02,1.08
Cyprus,2021-03-26,50-59,2.96,1.68
Cyprus,2021-03-26,60-69,19.04,1.71
Cyprus,2021-03-26,70-79,76.1,15.59
Cyprus,2021-03-26,80+,83.49,69.74
Cyprus,2021-04-02,18-24,0.8,0.18
Cyprus,2021-04-02,25-49,2.51,1.09
Cyprus,2021-04-02,50-59,4.36,1.7
Cyprus,2021-04-02,60-69,23.13,3.64
Cyprus,2021-04-02,70-79,77.2,21.04
Cyprus,2021-04-02,80+,84.2,70.63
Cyprus,2021-04-09,18-24,0.95,0.18
Cyprus,2021-04-09,25-49,2.98,1.1
Cyprus,2021-04-09,50-59,5.8,1.71
Cyprus,2021-04-09,60-69,36.53,5.36
Cyprus,2021-04-09,70-79,80.04,26.32
Cyprus,2021-04-09,80+,85.84,71.42
Cyprus,2021-04-16,18-24,1.0,0.19
Cyprus,2021-04-16,25-49,3.16,1.12
Cyprus,2021-04-16,50-59,15.47,1.74
Cyprus,2021-04-16,60-69,44.93,9.17
Cyprus,2021-04-16,70-79,80.61,28.94
Cyprus,2021-04-16,80+,86.27,72.23
Cyprus,2021-04-23,18-24,1.07,0.22
Cyprus,2021-04-23,25-49,4.33,1.27
Cyprus,2021-04-23,50-59,31.37,2.23
Cyprus,2021-04-23,60-69,52.84,10.36
Cyprus,2021-04-23,70-79,80.83,29.29
Cyprus,2021-04-23,80+,86.51,72.39
Cyprus,2021-04-30,18-24,1.18,0.36
Cyprus,2021-04-30,25-49,13.61,2.08
Cyprus,2021-04-30,50-59,40.22,3.64
Cyprus,2021-04-30,60-69,55.85,15.66
Cyprus,2021-04-30,70-79,80.96,30.51
Cyprus,2021-04-30,80+,86.67,72.93
Cyprus,2021-05-07,18-24,1.29,0.43
Cyprus,2021-05-07,25-49,22.76,2.53
Cyprus,2021-05-07,50-59,48.66,9.77
Cyprus,2021-05-07,60-69,64.29,23.16
Cyprus,2021-05-07,70-79,82.75,31.82
Cyprus,2021-05-07,80+,86.96,73.44
Cyprus,2021-05-14,18-24,1.82,0.66
Cyprus,2021-05-14,25-49,35.92,4.26
Cyprus,2021-05-14,50-59,53.0,20.4
Cyprus,2021-05-14,60-69,68.83,29.81
Cyprus,2021-05-14,70-79,83.84,37.54
Cyprus,2021-05-14,80+,87.78,75.26
Cyprus,2021-05-21,18-24,8.93,0.8
Cyprus,2021-05-21,25-49,40.26,11.75
Cyprus,2021-05-21,50-59,58.29,27.89
Cyprus,2021-05-21,60-69,72.55,34.98
Cyprus,2021-05-21,70-79,84.48,57.25
Cyprus,2021-05-21,80+,88.23,79.19
Cyprus,2021-05-28,18-24,17.32,0.97
Cyprus,2021-05-28,25-49,42.15,18.3
Cyprus,2021-05-28,50-59,63.48,35.15
Cyprus,2021-05-28,60-69,76.06,44.11
Cyprus,2021-05-28,70-79,84.74,71.64
Cyprus,2021-05-28,80+,88.38,81.7
Cyprus,2021-06-04,18-24,20.31,1.08
Cyprus,2021-06-04,25-49,45.23,25.62
Cyprus,2021-06-04,50-59,64.21,37.49
Cyprus,2021-06-04,60-69,76.38,49.19
Cyprus,2021-06-04,70-79,87.65,77.94
Cyprus,2021-06-04,80+,89.99,83.21
Cyprus,2021-06-11,18-24,21.71,6.48
Cyprus,2021-06-11,25-49,50.92,29.15
Cyprus,2021-06-11,50-59,64.8,41.92
Cyprus,2021-06-11,60-69,76.98,58.07
Cyprus,2021-06-11,70-79,90.15,78.95
Cyprus,2021-06-11,80+,91.49,83.79
Cyprus,2021-06-18,18-24,28.37,17.35
Cyprus,2021-06-18,25-49,54.45,32.02
Cyprus,2021-06-18,50-59,70.48,53.73
Cyprus,2021-06-18,60-69,80.72,63.21
Cyprus,2021-06-18,70-79,91.25,80.32
Cyprus,2021-06-18,80+,92.29,84.33
Cyprus,2021-06-25,18-24,29.92,19.9
Cyprus,2021-06-25,25-49,56.02,37.3
Cyprus,2021-06-25,50-59,71.65,57.33
Cyprus,2021-06-25,60-69,81.64,66.29
Cyprus,2021-06-25,70-79,91.72,83.3
Cyprus,2021-06-25,80+,92.65,85.99
Cyprus,2021-07-02,18-24,31.91,22.49
Cyprus,2021-07-02,25-49,57.72,44.59
Cyprus,2021-07-02,50-59,72.78,60.85
Cyprus,2021-07-02,60-69,82.57,70.41
Cyprus,2021-07-02,70-79,92.22,86.32
Cyprus,2021-07-02,80+,93.07,87.88
Cyprus,2021-07-09,18-24,34.3,27.13
Cyprus,2021-07-09,25-49,59.57,51.16
Cyprus,2021-07-09,50-59,73.96,66.38
Cyprus,2021-07-09,60-69,83.26,77.52
Cyprus,2021-07-09,70-79,92.57,88.32
Cyprus,2021-07-09,80+,93.33,89.24
Cyprus,2021-07-16,18-24,38.92,29.07
Cyprus,2021-07-16,25-49,63.06,54.06
Cyprus,2021-07-16,50-59,76.3,69.24
Cyprus,2021-07-16,60-69,84.66,79.34
Cyprus,2021-07-16,70-79,93.3,89.38
Cyprus,2021-07-16,80+,93.98,90.0
Cyprus,2021-07-23,18-24,43.05,31.28
Cyprus,2021-07-23,25-49,66.07,56.09
Cyprus,2021-07-23,50-59,78.08,71.02
Cyprus,2021-07-23,60-69,85.71,80.85
Cyprus,2021-07-23,70-79,94.03,90.0
Cyprus,2021-07-23,80+,94.63,90.45
Cyprus,2021-07-30,18-24,46.96,33.82
Cyprus,2021-07-30,25-49,68.53,58.24
Cyprus,2021-07-30,50-59,79.22,72.51
Cyprus,2021-07-30,60-69,86.46,81.84
Cyprus,2021-07-30,70-79,94.6,90.65
Cyprus,2021-07-30,80+,95.22,90.92
Cyprus,2021-08-06,18-24,50.3,38.02
Cyprus,2021-08-06,25-49,70.71,61.47
Cyprus,2021-08-06,50-59,80.23,74.79
Cyprus,2021-08-06,60-69,87.12,83.25
Cyprus,2021-08-06,70-79,95.11,91.49
Cyprus,2021-08-06,80+,95.68,91.61
Cyprus,2021-08-13,18-24,52.2,42.0
Cyprus,2021-08-13,25-49,71.87,64.32
Cyprus,2021-08-13,50-59,80.91,76.47
Cyprus,2021-08-13,60-69,87.55,84.27
Cyprus,2021-08-13,70-79,95.4,92.2
Cyprus,2021-08-13,80+,95.95,92.23
Cyprus,2021-08-20,18-24,53.86,45.73
Cyprus,2021-08-20,25-49,72.96,66.61
Cyprus,2021-08-20,50-59,81.53,77.65
Cyprus,2021-08-20,60-69,87.97,85.06
Cyprus,2021-08-20,70-79,95.7,92.8
Cyprus,2021-08-20,80+,96.19,92.8
Cyprus,2021-08-27,18-24,55.26,49.06
Cyprus,2021-08-27,25-49,73.85,68.77
Cyprus,2021-08-27,50-59,82.07,78.68
Cyprus,2021-08-27,60-69,88.31,85.73
Cyprus,2021-08-27,70-79,95.92,93.34
Cyprus,2021-08-27,80+,96.41,93.27
Cyprus,2021-09-03,18-24,56.39,51.02
Cyprus,2021-09-03,25-49,74.76,70.0
Cyprus,2021-09-03,50-59,82.62,79.36
Cyprus,2021-09-03,60-69,88.73,86.17
Cyprus,2021-09-03,70-79,96.14,93.67
Cyprus,2021-09-03,80+,96.65,93.54
